File	Integrated_Intensity	Mean_q(nm^-1)	Invariant	Capacity(mAh/g)	Potential(V)
413	2.3151e-02	2.3768	1.4899e-01	7592.5329	2.1541
414	2.5961e-02	2.3820	1.6775e-01	7610.9114	2.1645
415	2.3788e-02	2.3657	1.5231e-01	7629.2899	2.1745
416	2.3343e-02	2.3489	1.4708e-01	7647.9010	2.1845
417	2.2246e-02	2.3468	1.3921e-01	7666.2794	2.1942
418	2.2973e-02	2.3290	1.4240e-01	7684.8906	2.2042
419	2.4403e-02	2.3728	1.5596e-01	7703.0364	2.2141
420	2.3222e-02	2.3804	1.5050e-01	7721.6475	2.2244
421	2.4274e-02	2.3103	1.4812e-01	7740.0260	2.2352
422	2.5204e-02	2.3726	1.6182e-01	7758.4045	2.2462
423	2.3308e-02	2.3265	1.4338e-01	7776.7829	2.2579
424	2.4109e-02	2.3397	1.5148e-01	7795.1614	2.2701
425	2.4155e-02	2.3406	1.5098e-01	7813.5399	2.2830
426	2.3921e-02	2.3687	1.5434e-01	7832.1510	2.2966
427	2.3954e-02	2.3022	1.4496e-01	7850.5295	2.3105
428	2.4610e-02	2.3851	1.5930e-01	7868.6753	2.3246
429	2.4078e-02	2.3362	1.4988e-01	7887.2864	2.3389
430	2.4061e-02	2.2377	1.3753e-01	7905.6649	2.3525
431	2.3916e-02	2.2835	1.4120e-01	7924.0434	2.3652
432	2.4195e-02	2.3724	1.5503e-01	7942.4218	2.3772
433	2.2108e-02	2.3715	1.4156e-01	7960.8003	2.3881
434	2.4183e-02	2.3275	1.4996e-01	7979.1788	2.3981
435	2.3713e-02	2.2919	1.4321e-01	7997.5573	2.4073
436	2.5183e-02	2.3757	1.6335e-01	8015.9357	2.4152
437	2.4425e-02	2.3431	1.5256e-01	8034.3142	2.4225
438	2.4927e-02	2.3332	1.5501e-01	8052.9253	2.4295
439	2.3590e-02	2.3445	1.4740e-01	8071.3038	2.4358
440	2.5023e-02	2.3618	1.6037e-01	8089.4496	2.4418
441	2.3831e-02	2.2787	1.4097e-01	8108.0608	2.4478
442	2.5559e-02	2.3234	1.5859e-01	8126.4392	2.4534
443	2.3311e-02	2.3017	1.4059e-01	8144.8177	2.4592
444	2.3918e-02	2.3682	1.5351e-01	8163.4288	2.4653
445	2.4201e-02	2.2698	1.4308e-01	8181.8073	2.4718
446	2.5962e-02	2.3462	1.6301e-01	8200.4184	2.4786
447	2.3486e-02	2.2866	1.3961e-01	8218.7969	2.4858
448	2.4030e-02	2.3692	1.5361e-01	8237.4080	2.4936
449	2.3316e-02	2.2926	1.3985e-01	8255.7865	2.5020
450	2.4427e-02	2.2780	1.4673e-01	8274.1650	2.5111
451	2.4717e-02	2.3159	1.5295e-01	8292.7761	2.5012
452	2.4667e-02	2.2639	1.4511e-01	8311.1545	2.5121
453	2.4587e-02	2.2639	1.4497e-01	8329.5330	2.5273
454	2.4371e-02	2.3205	1.5079e-01	8347.9115	2.5480
455	2.5789e-02	2.2625	1.5140e-01	8366.2900	2.5658
456	2.4129e-02	2.3052	1.4559e-01	8384.6684	2.5814
457	2.3758e-02	2.3203	1.4556e-01	8403.0469	2.5978
458	2.5565e-02	2.4044	1.6865e-01	8421.6580	2.6163
459	2.4202e-02	2.3018	1.4751e-01	8440.0365	2.6362
460	2.5645e-02	2.3171	1.5696e-01	8458.4150	2.6583
461	2.5819e-02	2.3090	1.5779e-01	8476.7935	2.6834
462	2.4217e-02	2.3167	1.4835e-01	8495.4046	2.7119
463	2.4678e-02	2.2940	1.4887e-01	8513.7830	2.7444
464	2.3999e-02	2.3009	1.4544e-01	8532.3942	2.7810
465	2.5453e-02	2.2919	1.5293e-01	8550.7726	2.8225
466	2.5777e-02	2.3570	1.6411e-01	8569.3838	2.8717
467	2.4772e-02	2.2342	1.4163e-01	8587.5296	2.9280
